Unnamed: 0,romaji,english,native,description,tags,url,country,genres,cover,input
592,Kuro no Shoukanshi,Black Summoner,黒の召喚士,"Waking up in a strange new place with no memory of his past life, Kelvin learns that he's bartered away those very memories in exchange for powerful new abilities during his recent transmigration. Heading out into a whole new world as a Summoner — with his first Follower being the very goddess who brought him over! — Kelvin begins his new life as an adventurer, and it isn't long before he discovers his hidden disposition as a battle junkie.
<br><br>
From the Black Knight of the Ancient Castle of Evil Spirits to the demon within the Hidden Cave of the Sage, he revels in the fight against one formidable foe after another. Join this OP adventurer in an exhilarating and epic saga as he and his allies carve their way into the annals of history!
<br><br>
(Source: J-Novels)","[('Female Harem', 80), ('Male Protagonist', 79), ('Magic', 75), ('Isekai', 71), ('Reincarnation', 60), ('Dragons', 60), ('Demons', 60), ('Swordplay', 60), ('Elf', 60), ('Amnesia', 20)]",https://anilist.co/manga/101746,JP,"['Action', 'Adventure', 'Fantasy']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx101746-vDy4dG4jqkJy.png,"Waking up in a strange new place with no memory of his past life, Kelvin learns that he's bartered away those very memories in exchange for powerful new abilities during his recent transmigration. Heading out into a whole new world as a Summoner — with his first Follower being the very goddess who brought him over! — Kelvin begins his new life as an adventurer, and it isn't long before he discovers his hidden disposition as a battle junkie.From the Black Knight of the Ancient Castle of Evil Spirits to the demon within the Hidden Cave of the Sage, he revels in the fight against one formidable foe after another. Join this OP adventurer in an exhilarating and epic saga as he and his allies carve their way into the annals of history! A action, adventure, fantasy japanese manga comic series. The story contains the themes, tropes and topics of female harem, male protagonist, magic, isekai, reincarnation, dragons, demons, swordplay, elf."
593,Ookami to Koushinryou,Spice & Wolf,狼と香辛料,"With his carthorse as his only companion, the young merchant Kraft Lawrence slowly wends his way through dusty back roads in search of profitable trade. But this monotony screeches to a halt when, one night, he encounters a harvest goddess in the guise of a beautiful young girl&hellip;with wolf ears and a tail! Longing for the northern lands of her birth, Holo the Wisewolf joins Lawrence as he follows the ebb and flow of trade through the countryside. And when the two come across a compelling but suspicious opportunity for profit, will Lawrence with his mercantile chops and Holo with her ancient instincts be able to separate the truth from the lies &mdash; and make some coin while they&rsquo;re at it?!<br><br>
(Source: Yen Press)","[('Economics', 93), ('Seinen', 90), ('Kemonomimi', 80), ('Gods', 79), ('Politics', 53), ('Historical', 45), ('Nudity', 45), ('Religion', 40), ('Rural', 30)]",https://anilist.co/manga/33299,JP,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Supernatural']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx33299-nUzvmDAp3fvA.jpg,"With his carthorse as his only companion, the young merchant Kraft Lawrence slowly wends his way through dusty back roads in search of profitable trade. But this monotony screeches to a halt when, one night, he encounters a harvest goddess in the guise of a beautiful young girl&hellip;with wolf ears and a tail! Longing for the northern lands of her birth, Holo the Wisewolf joins Lawrence as he follows the ebb and flow of trade through the countryside. And when the two come across a compelling but suspicious opportunity for profit, will Lawrence with his mercantile chops and Holo with her ancient instincts be able to separate the truth from the lies &mdash; and make some coin while they&rsquo;re at it?! A adventure, drama, fantasy, romance, supernatural japanese manga comic series. The story contains the themes, tropes and topics of economics, seinen, kemonomimi, gods, politics."
594,Harukaze no Étranger,Seaside Stranger: Harukaze no Étranger,春風のエトランゼ,"Shun and Mio connected on their small island near Okinawa, leading to a friendship and eventual romance. But Shun’s quiet home by the seaside started with pain–he left his hometown after his parents disowned him for being gay. That inescapable fact still haunts him, especially now that his father is ill. Shun is ready to go back to Hokkaido to see his parents again, but this time, he has Mio by his side. Mio has complicated feelings about this himself, as he was devastated by the loss of his own parents and now might not be accepted by Shun’s–what will this trip mean for him? 
<br><br>
(Source: Seven Seas Entertainment)","[(""Boys' Love"", 100), ('LGBTQ+ Themes', 83), ('Iyashikei', 81), ('Time Skip', 62), ('Nudity', 61), ('Writing', 50), ('Age Gap', 41)]",https://anilist.co/manga/85617,JP,"['Drama', 'Romance', 'Slice of Life']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx85617-sO7sJy6A2brd.jpg,"Shun and Mio connected on their small island near Okinawa, leading to a friendship and eventual romance. But Shun’s quiet home by the seaside started with pain–he left his hometown after his parents disowned him for being gay. That inescapable fact still haunts him, especially now that his father is ill. Shun is ready to go back to Hokkaido to see his parents again, but this time, he has Mio by his side. Mio has complicated feelings about this himself, as he was devastated by the loss of his own parents and now might not be accepted by Shun’s–what will this trip mean for him?  A drama, romance, slice of life japanese manga comic series. The story contains the themes, tropes and topics of boys' love, lgbtq+ themes, iyashikei, time skip, nudity, writing."
595,Apocalypse no Toride,Fort of Apocalypse,アポカリプスの砦,"Yoshiaki Maeda has been falsely accused and detained, along with delinquents from all over the Kanto region, in the juvenile correctional facility, Shouran Institute. Yoshiaki is as typical as a boy can get, so when he finds himself living in this violence-ridden prison, he can’t think of anything worse. His cellmates, Iwakura, Yamanoi, and Yoshioka, are a cunning crew and soon Yoshiaki finds himself pulled into a feud going on in the prison. Then suddenly, a prison van crashes into the facility and what shambles out of the wreckage are flesh-eating zombies … and so the curtain is raised on this bone-chilling story of panic and horror …<br><br>
(Source: Kodansha USA)","[('Zombie', 96), ('Survival', 94), ('Shounen', 79), ('Male Protagonist', 76), ('Primarily Male Cast', 76), ('Guns', 73), ('Gore', 70), ('Delinquents', 68), ('Pandemic', 60)]",https://anilist.co/manga/69139,JP,"['Action', 'Horror', 'Mystery', 'Psychological', 'Sci-Fi']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx69139-Y93gvvx8kWxR.jpg,"Yoshiaki Maeda has been falsely accused and detained, along with delinquents from all over the Kanto region, in the juvenile correctional facility, Shouran Institute. Yoshiaki is as typical as a boy can get, so when he finds himself living in this violence-ridden prison, he can’t think of anything worse. His cellmates, Iwakura, Yamanoi, and Yoshioka, are a cunning crew and soon Yoshiaki finds himself pulled into a feud going on in the prison. Then suddenly, a prison van crashes into the facility and what shambles out of the wreckage are flesh-eating zombies … and so the curtain is raised on this bone-chilling story of panic and horror … A action, horror, mystery, psychological, sci-fi japanese manga comic series. The story contains the themes, tropes and topics of zombie, survival, shounen, male protagonist, primarily male cast, guns, gore, delinquents, pandemic."
596,Agnyeoneun Marionette,The Villainess is a Marionette,악녀는 마리오네트,"I woke up as Kayena Hill, the novel's villainess, praised as the greatest beauty in the empire. Who knew that her story would catch my attention because I was her in my past life? Destined for terrible ends, I've died twice—but I refuse to die a third time as a pawn in someone else's scheme. I’m no longer the vain and naïve princess. Now that I know how the story will unfold, I’ll turn the tables around and have everyone dancing to my tune. This time, I’ll be the one pulling the strings.<br><br>(Source: Tapas)","[('Female Protagonist', 93), ('Full Color', 85), ('Villainess', 84), ('Isekai', 80), ('Reincarnation', 79), ('Primarily Male Cast', 79), ('Politics', 73), ('Ojou-sama', 50), ('Maids', 46), ('Historical', 33), ('Tragedy', 20)]",https://anilist.co/manga/129758,KR,"['Drama', 'Fantasy', 'Romance']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx129758-3VpObYcgeT1j.jpg,"I woke up as Kayena Hill, the novel's villainess, praised as the greatest beauty in the empire. Who knew that her story would catch my attention because I was her in my past life? Destined for terrible ends, I've died twice—but I refuse to die a third time as a pawn in someone else's scheme. I’m no longer the vain and naïve princess. Now that I know how the story will unfold, I’ll turn the tables around and have everyone dancing to my tune. This time, I’ll be the one pulling the strings. A drama, fantasy, romance korean manhwa comic series. The story contains the themes, tropes and topics of female protagonist, full color, villainess, isekai, reincarnation, primarily male cast, politics, ojou-sama."
597,Shamo,,軍鶏,"At the age of sixteen Ryo Narushima was a genius and looked to have no trouble of getting into Tokyo University and joining the elite of society. However, that summer something cracked inside Ryo's head. With a small knife he brutally murdered both of his parents only leaving his sister alive and cowering in a corner. It is at this grotesque incident that our story begins.
<br><br>
<i>Note: At volume 20, the series changed publishers, which created a restart of the chapter numbers. Starting from chapter 61 in volume 26, the first chapter from when the series returned from a long hiatus, the series has been completely written & drawn by Tanaka Akio. While Hashimoto Izou did write the series in the beginning, he had been doing less and less work starting from volume 4. Tanaka and Hashimoto reached a settlement and Shamo continued.</i>","[('Martial Arts', 100), ('Anti-Hero', 95), ('Rehabilitation', 91), ('Seinen', 90), ('Tragedy', 75), ('Gore', 70), ('Rape', 68), ('Survival', 64), ('Boxing', 60), ('Coming of Age', 50), ('Yakuza', 40), ('Gangs', 33), ('Swordplay', 33), ('Triads', 20), ('Bullying', 20), ('Delinquents', 20), ('Prison', 20), ('Drugs', 20)]",https://anilist.co/manga/30727,JP,"['Action', 'Drama', 'Psychological', 'Sports']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/b30727-w8kVrUSI5ecE.png,"At the age of sixteen Ryo Narushima was a genius and looked to have no trouble of getting into Tokyo University and joining the elite of society. However, that summer something cracked inside Ryo's head. With a small knife he brutally murdered both of his parents only leaving his sister alive and cowering in a corner. It is at this grotesque incident that our story begins. A action, drama, psychological, sports japanese manga comic series. The story contains the themes, tropes and topics of martial arts, anti-hero, rehabilitation, seinen, tragedy, gore, rape, survival, boxing, coming of age."
598,Eotteon Gyemonimui Marchen,A Stepmother’s Märchen,어떤 계모님의 메르헨,"The marchioness Shuri Von Neuschwanstein is no stranger to hardship: her husband dies when she’s still a teenager, leaving her to manage his lands and raise his semi-grown children herself. Her stepchildren never warm up to her, and other nobles disparage her behind her back. Years later, however, it seems her efforts have finally paid off: her eldest stepson is to be married and take over the estate, freeing her of many responsibilities. But shortly after learning the cruel truth that she’s not invited to his wedding, she dies and wakes up on the day of her husband’s funeral seven years earlier! If Shuri is to live these seven difficult years all over again, she’s going to do things differently. Can she write her own fairy tale ending this time around?<br><br>
(Source: Seven Seas Entertainment)","[('Family Life', 90), ('Female Protagonist', 88), ('Full Color', 79), ('Foreign', 79), ('Age Regression', 79), ('Historical', 64), ('Yandere', 60), ('Time Manipulation', 53), ('Twins', 43), ('Age Gap', 40), ('Heterosexual', 40), ('Ojou-sama', 20)]",https://anilist.co/manga/111075,KR,"['Drama', 'Fantasy', 'Romance']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx111075-LAUFONbUFToe.jpg,"The marchioness Shuri Von Neuschwanstein is no stranger to hardship: her husband dies when she’s still a teenager, leaving her to manage his lands and raise his semi-grown children herself. Her stepchildren never warm up to her, and other nobles disparage her behind her back. Years later, however, it seems her efforts have finally paid off: her eldest stepson is to be married and take over the estate, freeing her of many responsibilities. But shortly after learning the cruel truth that she’s not invited to his wedding, she dies and wakes up on the day of her husband’s funeral seven years earlier! If Shuri is to live these seven difficult years all over again, she’s going to do things differently. Can she write her own fairy tale ending this time around? A drama, fantasy, romance korean manhwa comic series. The story contains the themes, tropes and topics of family life, female protagonist, full color, foreign, age regression, historical, yandere, time manipulation."
599,Haru Matsu Bokura,Waiting for Spring,春待つ僕ら,"Mizuki is a shy girl who’s about to enter high school, and vows to open herself up to new friendships. Of course, the four stars of the boys’ basketball team weren’t exactly the friends she had in mind! Yet, when they drop by the café where she works, the five quickly hit it off. Soon she’s been accidentally thrust into the spotlight, targeted by jealous girls. And will she expand her mission to include … love?<br><br>(Source: Kodansha USA)","[('Shoujo', 98), ('School', 88), ('Female Protagonist', 86), ('Love Triangle', 80), ('Basketball', 73), ('Heterosexual', 56)]",https://anilist.co/manga/85624,JP,"['Romance', 'Sports']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx85624-gQBqx3zbxeD7.jpg,"Mizuki is a shy girl who’s about to enter high school, and vows to open herself up to new friendships. Of course, the four stars of the boys’ basketball team weren’t exactly the friends she had in mind! Yet, when they drop by the café where she works, the five quickly hit it off. Soon she’s been accidentally thrust into the spotlight, targeted by jealous girls. And will she expand her mission to include … love? A romance, sports japanese manga comic series. The story contains the themes, tropes and topics of shoujo, school, female protagonist, love triangle, basketball, heterosexual."
600,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",Skeleton Knight in Another World,骸骨騎士様、只今異世界へお出掛け中,"One day Arc wakes up in the world of his favorite MMORPG…and discovers that he’s become exactly like his game character, a heroic knight who just so happens to be a skeleton! The whole skull-for-a-head thing is maybe going to be a problem. Arc resolves to keep a low profile, lest anyone mistake him for a monster, but he can’t quite manage to turn a blind eye to the troubles of his new world. Adventure awaits, and the Skeleton Knight will be there to meet it!<br>
<br>
(Source: Seven Seas Entertainment)
","[('Male Protagonist', 92), ('Elf', 86), ('Isekai', 83), ('Skeleton', 82), ('Kemonomimi', 80), ('Slavery', 80), ('Magic', 74)]",https://anilist.co/manga/98900,JP,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx98900-gWu5sdWZ9kmO.jpg,"One day Arc wakes up in the world of his favorite MMORPG…and discovers that he’s become exactly like his game character, a heroic knight who just so happens to be a skeleton! The whole skull-for-a-head thing is maybe going to be a problem. Arc resolves to keep a low profile, lest anyone mistake him for a monster, but he can’t quite manage to turn a blind eye to the troubles of his new world. Adventure awaits, and the Skeleton Knight will be there to meet it! A action, adventure, fantasy, supernatural japanese manga comic series. The story contains the themes, tropes and topics of male protagonist, elf, isekai, skeleton, kemonomimi, slavery, magic."
601,"Saotome-Senshu, Hitakakusu",,早乙女選手、ひたかくす,"High-Schooler Tsukishima Satoru gets confessed to by local female High-School boxing-talent Saotome Yae. He rejects her initially because he does not want to impede her boxing career (and prevent getting beaten up by her fans).

Her female coach, Shioya hears about this and decides to install him as Saotome's trainer so that they can secretly date each other. This situation is also aided by his extensive boxing knowledge.
","[('Tomboy', 95), ('Boxing', 93), ('Coming of Age', 88), ('Heterosexual', 85), ('Seinen', 79), ('School Club', 73), ('School', 60), ('Love Triangle', 20)]",https://anilist.co/manga/99851,JP,"['Comedy', 'Ecchi', 'Romance', 'Sports']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx99851-J0xf7R692yR5.jpg,"High-Schooler Tsukishima Satoru gets confessed to by local female High-School boxing-talent Saotome Yae. He rejects her initially because he does not want to impede her boxing career (and prevent getting beaten up by her fans).Her female coach, Shioya hears about this and decides to install him as Saotome's trainer so that they can secretly date each other. This situation is also aided by his extensive boxing knowledge. A comedy, ecchi, romance, sports japanese manga comic series. The story contains the themes, tropes and topics of tomboy, boxing, coming of age, heterosexual, seinen, school club, school."
602,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,世界最高の暗殺者、異世界貴族に転生する,"The world's finest assassin has been reincarnated in another world. His mission-to kill the Hero prophesized to save the world from disaster! With his deadly skills from his previous life and the magic he learns in this one, he's well on his way to becoming the greatest assassin in all of history...<br>
<br>
(Source: Yen Press)<br>
<br>
<i>Note: Includes the prologue.</i>","[('Male Protagonist', 79), ('Isekai', 73), ('Anti-Hero', 70), ('Assassins', 66), ('Reincarnation', 65), ('Female Harem', 50), ('Seinen', 40), ('Guns', 20)]",https://anilist.co/manga/107603,JP,"['Action', 'Adventure', 'Fantasy']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx107603-OX3eYJ4shBtv.jpg,"The world's finest assassin has been reincarnated in another world. His mission-to kill the Hero prophesized to save the world from disaster! With his deadly skills from his previous life and the magic he learns in this one, he's well on his way to becoming the greatest assassin in all of history... A action, adventure, fantasy japanese manga comic series. The story contains the themes, tropes and topics of male protagonist, isekai, anti-hero, assassins, reincarnation, female harem."
603,Sanctuary,Sanctuary,サンクチュアリ,"Two young men vow to transform the destiny of Japan, by any means. As children, they survived the horrors of the Cambodian killing fields together. Now, can they topple the leaders of both the Japanese Parliament and the yakuza crime syndicate?
<br><br>
Although cold and calculating when need be, Hojo and Asami exemplify the traits their colleagues lack: loyalty to friends, compassion for the downtrodden...and an irresistible way with women.
<br><br>
Deputy Police Chief Ishihara sets out to expose their ingenious machinations, but instead falls helplessly in love with Hojo...
","[('Yakuza', 97), ('Politics', 95), ('Seinen', 90), ('Crime', 84), ('Urban', 79), ('Primarily Adult Cast', 73), ('Noir', 72), ('Police', 66), ('Nudity', 66), ('Triads', 40), ('Rape', 20), ('Gore', 20)]",https://anilist.co/manga/31461,JP,"['Action', 'Drama', 'Thriller']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx31461-G2omJg02hNbb.jpg,"Two young men vow to transform the destiny of Japan, by any means. As children, they survived the horrors of the Cambodian killing fields together. Now, can they topple the leaders of both the Japanese Parliament and the yakuza crime syndicate?Although cold and calculating when need be, Hojo and Asami exemplify the traits their colleagues lack: loyalty to friends, compassion for the downtrodden...and an irresistible way with women.Deputy Police Chief Ishihara sets out to expose their ingenious machinations, but instead falls helplessly in love with Hojo... A action, drama, thriller japanese manga comic series. The story contains the themes, tropes and topics of yakuza, politics, seinen, crime, urban, primarily adult cast, noir, police, nudity."
604,Agdangui Appaleul Kkosyeola,Flirting with The Villain's Dad,악당의 아빠를 꼬셔라,"Ack! I'm trapped in this webnovel, ""Brigitte Wants to be Happy!"" No prob, I KNOW what's gonna happen so I'll just—wait. I'm not Brigitte? I'm her aunt, Princess Yerenika?! Uh-oh. I'm stuck 20 years before the main plot... and everyone in my generation ends up tragically dead! Her parents, dead. Me, dead. Villain's dad, King Euredian, dead. A-ha! That's the key. I just need to prevent the villain from being born... time to break out some seduction schemes and flirt like my life depends on it!
<br><br>
(Source: Tapas)","[('Female Protagonist', 93), ('Gods', 84), ('Full Color', 80), ('Reincarnation', 76), ('Isekai', 76), ('Magic', 76), ('Kuudere', 76), ('Heterosexual', 60), ('Male Protagonist', 50), ('Chibi', 20), ('Primarily Adult Cast', 20)]",https://anilist.co/manga/117581,KR,"['Comedy', 'Fantasy', 'Romance']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx117581-t1gXRKBUAfJB.jpg,"Ack! I'm trapped in this webnovel, ""Brigitte Wants to be Happy!"" No prob, I KNOW what's gonna happen so I'll just—wait. I'm not Brigitte? I'm her aunt, Princess Yerenika?! Uh-oh. I'm stuck 20 years before the main plot... and everyone in my generation ends up tragically dead! Her parents, dead. Me, dead. Villain's dad, King Euredian, dead. A-ha! That's the key. I just need to prevent the villain from being born... time to break out some seduction schemes and flirt like my life depends on it! A comedy, fantasy, romance korean manhwa comic series. The story contains the themes, tropes and topics of female protagonist, gods, full color, reincarnation, isekai, magic, kuudere, heterosexual, male protagonist."
605,Magi: Sinbad no Bouken,Magi: The Adventures of Sinbad,マギ シンドバッドの冒険,"Before Aladdin and Alibaba, there was Sinbad – Monarch of Sindria and Conqueror of the Seven Seas! Go back to where it all began, and follow the epic journey of a young, charismatic hero as he embarks on his adventures across distant lands, captures legendary dungeons, and establishes his own kingdom!","[('War', 90), ('Politics', 90), ('Magic', 82), ('Economics', 80), ('Coming of Age', 79), ('Conspiracy', 79), ('Tragedy', 79), ('Shounen', 70), ('Dungeon', 64), ('Time Skip', 53), ('Slavery', 48), ('Male Protagonist', 46), ('Dragons', 33), ('Nudity', 10)]",https://anilist.co/manga/78025,JP,"['Action', 'Adventure', 'Fantasy']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx78025-RrI7jNnJAGnA.jpg,"Before Aladdin and Alibaba, there was Sinbad – Monarch of Sindria and Conqueror of the Seven Seas! Go back to where it all began, and follow the epic journey of a young, charismatic hero as he embarks on his adventures across distant lands, captures legendary dungeons, and establishes his own kingdom! A action, adventure, fantasy japanese manga comic series. The story contains the themes, tropes and topics of war, politics, magic, economics, coming of age, conspiracy, tragedy, shounen, dungeon, time skip."
606,Usagi Drop,Bunny Drop,うさぎドロップ,"When 30-year-old Daikichi returns home for his grandfather's funeral he meets an unfamiliar child in the garden. His mother explains that Rin is his grandfather's illegitimate daughter by an unknown mother. The girl is an embarrassment to all his relatives and nobody wants to take her in because of the scandal. Annoyed by their attitude, Daikichi decides to take care of Rin himself, even though he is single and has no experience raising a child.","[('Family Life', 94), ('Age Gap', 93), ('Josei', 76), ('Love Triangle', 73), ('Time Skip', 70), ('Heterosexual', 70), ('Adoption', 70), ('Iyashikei', 50), ('Male Protagonist', 40), ('Female Protagonist', 30), ('Work', 20), ('School', 20), ('Coming of Age', 20), ('Educational', 10)]",https://anilist.co/manga/33468,JP,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/3468-hM6i0FBapg7g.jpg,"When 30-year-old Daikichi returns home for his grandfather's funeral he meets an unfamiliar child in the garden. His mother explains that Rin is his grandfather's illegitimate daughter by an unknown mother. The girl is an embarrassment to all his relatives and nobody wants to take her in because of the scandal. Annoyed by their attitude, Daikichi decides to take care of Rin himself, even though he is single and has no experience raising a child. A comedy, drama, romance, slice of life japanese manga comic series. The story contains the themes, tropes and topics of family life, age gap, josei, love triangle, time skip, heterosexual, adoption, iyashikei."
607,Na Hollo Buglo Kkulppaneun Player,Solo Glitch Player,나 홀로 버그로 꿀빠는 플레이어,"Taepung Shin knows every nook and cranny of his favorite MMO video game Paradiso like it was the back of his hand! However, his gaming adventures suffer an abrupt end after his untimely death. But this is not his last hurrah since he's reincarnated as Jared, a delinquent lord of a frozen province... in Paradiso! Now, he must brave the world he loved and take advantage of all glitches he knows about and turn himself into the main character of his new solo adventure!<br>
<br>
(Source: Tapas)","[('Reincarnation', 100), ('Full Color', 93), ('Male Protagonist', 90), ('Isekai', 80), ('Politics', 79), ('Magic', 79), ('Virtual World', 70), ('Economics', 70), ('War', 60), ('Historical', 20), ('Dungeon', 13)]",https://anilist.co/manga/118177,KR,"['Action', 'Adventure', 'Comedy', 'Fantasy']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx118177-vbShwnpmlBcK.jpg,"Taepung Shin knows every nook and cranny of his favorite MMO video game Paradiso like it was the back of his hand! However, his gaming adventures suffer an abrupt end after his untimely death. But this is not his last hurrah since he's reincarnated as Jared, a delinquent lord of a frozen province... in Paradiso! Now, he must brave the world he loved and take advantage of all glitches he knows about and turn himself into the main character of his new solo adventure! A action, adventure, comedy, fantasy korean manhwa comic series. The story contains the themes, tropes and topics of reincarnation, full color, male protagonist, isekai, politics, magic, virtual world, economics, war."
608,Drifters,Drifters,ドリフターズ,"First he pitted the Catholic church against vampires, Nazis and Great Britain, bathing London in a flood of blood. But Hellsing creator, Kohta Hirano still had something crazy up his sleeve when he created his new series, Drifters.
<br><br>
Imagine a world of magic, full of elves and hobbits and dragons and orcs. Inside this world of magic and wonder there is a great war being waged, using warriors from human history as chess pieces in a bloody, endless battle. Hirano’s new concept gathers famous warriors throughout history and puts them on both sides of good and evil, and then turned them loose in a bloody melee of madness.<br><br>(Source: Dark Horse)
<br><br><i>Note: Nominated for the 4th and 5th Manga Taishou Awards.</i>","[('War', 100), ('Historical', 91), ('Isekai', 83), ('Seinen', 79), ('Elf', 79), ('Anti-Hero', 50), ('Demons', 40), ('Anachronism', 40)]",https://anilist.co/manga/43801,JP,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mystery']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx43801-eAjGz6G5d5Db.jpg,"First he pitted the Catholic church against vampires, Nazis and Great Britain, bathing London in a flood of blood. But Hellsing creator, Kohta Hirano still had something crazy up his sleeve when he created his new series, Drifters.Imagine a world of magic, full of elves and hobbits and dragons and orcs. Inside this world of magic and wonder there is a great war being waged, using warriors from human history as chess pieces in a bloody, endless battle. Hirano’s new concept gathers famous warriors throughout history and puts them on both sides of good and evil, and then turned them loose in a bloody melee of madness. A action, adventure, comedy, drama, fantasy, mystery japanese manga comic series. The story contains the themes, tropes and topics of war, historical, isekai, seinen, elf, anti-hero."
609,Yu☆Gi☆Oh!,Yu-Gi-Oh!,遊☆戯☆王,"10th grader Yugi spent most of his time alone playing games--until he solved the Millennium Puzzle, a mysterious Egyptian artifact! Possessed by the puzzle, Yugi becomes Yu-Gi-Oh, the King of Games, and challenges evil-doers to the Shadow Games--weird games with high stakes and high risks! These graphic novels contain new stories not seen in the anime, including the origin of Yugi and his friends!
<br><br>
(Source: Viz Media)
<br><br>
<i>Notes:<br>
- The Viz Media release split the series into three parts with separate chapter/volume counts. ""Yu-Gi-Oh!"" includes volumes 1-7, ""Yu-Gi-Oh!: Duelist"" includes volumes 8-31, and ""Yu-Gi-Oh!: Millennium World"" includes volumes 32-38.<br>
- The final chapter of Viz Media's ""Yu-Gi-Oh!"" was moved from its final volume to the first volume of ""Yu-Gi-Oh!: Duelist.""","[('Card Battle', 87), ('Dissociative Identities', 87), ('Shounen', 82), ('Mythology', 80), ('Male Protagonist', 76), ('School', 72), ('Primarily Child Cast', 66), ('Death Game', 63), ('Urban Fantasy', 60), ('Reincarnation', 50), ('Bullying', 45), ('School Club', 40), ('Gambling', 40), ('Gore', 20), ('Torture', 20)]",https://anilist.co/manga/30054,JP,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mystery']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx30054-cUkmb6qcrhTG.jpg,"10th grader Yugi spent most of his time alone playing games--until he solved the Millennium Puzzle, a mysterious Egyptian artifact! Possessed by the puzzle, Yugi becomes Yu-Gi-Oh, the King of Games, and challenges evil-doers to the Shadow Games--weird games with high stakes and high risks! These graphic novels contain new stories not seen in the anime, including the origin of Yugi and his friends! A action, adventure, comedy, drama, fantasy, mystery japanese manga comic series. The story contains the themes, tropes and topics of card battle, dissociative identities, shounen, mythology, male protagonist, school, primarily child cast, death game, urban fantasy, reincarnation."
610,Ibeon Saeng-do Jal Butakae,See You in My 19th Life,이번 생도 잘 부탁해,"Ji-Eum Ban has an extraordinary ability: she can remember the memories of all her past lives. After her previous life is cut short by a tragic accident, she sets out to reconnect with the people of her past life in her current one. Will memories of her 18th life sabotage romance in her 19th? Or will love endure across different lives?
<br><br>
(Source: WEBTOONS)","[('Reincarnation', 80), ('Office Lady', 68), ('Female Protagonist', 67), ('Heterosexual', 67), ('Full Color', 65), ('Urban', 63), ('Work', 63), ('Dissociative Identities', 60), ('Crime', 56), ('Disability', 55), ('Age Gap', 52), ('Conspiracy', 40), ('Tsundere', 40), ('Bullying', 36), ('Urban Fantasy', 33), ('Revenge', 25), ('Chibi', 20)]",https://anilist.co/manga/122060,KR,"['Comedy', 'Drama', 'Romance']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx122060-ZDEmnfRw0YCb.jpg,"Ji-Eum Ban has an extraordinary ability: she can remember the memories of all her past lives. After her previous life is cut short by a tragic accident, she sets out to reconnect with the people of her past life in her current one. Will memories of her 18th life sabotage romance in her 19th? Or will love endure across different lives? A comedy, drama, romance korean manhwa comic series. The story contains the themes, tropes and topics of reincarnation, office lady, female protagonist, heterosexual, full color, urban, work, dissociative identities, crime, disability, age gap."
